,text,task_1,task_2
14447,RT @AdamSandy52: Bro forreal if you have beef with someone handle it your damn self don't be a lil bitch and bring other people in it. Be a&#8230;,HOF,OFFN
14448,"RT @AdamSank: Why does Julia Roberts seem completely shocked that she's been nominated? Hey, Julia -- you're in a gown. The jig is up. #Emm&#8230;",NONE,NONE
14449,RT @AdamSchein: Great job by the Yankees giving Brian Cashman a new contract. The haters are just wrong. CC: @ChrisCarlinSNY,NONE,NONE
14450,RT @AdamSchein: I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @SNYtv,NONE,NONE
14451,"RT @AdamWeinstein: Working theory: This ""selective race"" abortion ban passed in Florida today was just an excuse for redneck reps to say ...",NONE,NONE
14452,RT @Adddisonn: Smoke good weed with a bad bitch,HOF,OFFN
14453,RT @Adogg_34: @viva_based stealing a car and fuckin yo bitch,HOF,OFFN
14454,RT @AdolfNiggler: when an ugly bitch tells me to text her http://t.co/060glx19oR,HOF,OFFN
14455,"RT @Adolfhibsta: First off, you just a hoe if you can have sex with a man &amp; not have any feelings for him",HOF,OFFN
14456,RT @Adolfhibsta: Ratchet ass bitch RT &#8220;@TMZ: Nicki Minaj SMASHES UP her boyfriend's Benz http://t.co/BXqD30Z6Nb http://t.co/gBgjiuIreF&#8221;,HOF,OFFN
14457,RT @AdoreBellaaa: Never trippin on no hoes,HOF,OFFN
14458,"RT @AdoreeLenaa: ""@_KudaBrazyy: Hella bored doing laundry like a bitch""&#128514;&#128514;&#128514; I sincerely hate your soul !",HOF,OFFN
14459,RT @Adrian1_knowsu: @0124jessi haha lml wrd no nah de pussy shit lol &#128514;&#128514;,HOF,OFFN
14460,RT @Adrian1_knowsu: @0124jessi lml se pasa de shunsha &#128536;&#128536;and no mi joda w ur bitch waaa &#128514;&#128514;,HOF,OFFN
14461,"RT @AdviceToWriters: A bird doesn't sing because it has an answer, it sings because it has a song.
MAYA ANGELOU

#poetry #writing",NONE,NONE
14462,RT @Advil: remember when people boo&#8217;d One Direction and Gaga was having none of it. i love that bitch.,HOF,OFFN
14463,"RT @Ahki117: &#128514;&#128514;&#128514; RT @K1ngMello: Lmfao ""@Ravie_loso: How side bitches be when you scoop them up in the daytime! http://t.co/W8sH2AlViA",HOF,OFFN
14464,RT @AidanGee1: How I feel playing flappy bird http://t.co/w3PrpiAhZQ,NONE,NONE
14465,RT @AirSimba9: &#128550;@Treslyon: Keyair angels &amp; female party promoters are not for me... Most party promoters are hoes &amp; them angel bitches are &#8230;,HOF,OFFN
14466,RT @AirSimba9: &#8220;@Treslyon: Tell a hoe NO for the sanctity of your relationship we gotta stop fucking these woman&#8221;,HOF,OFFN
14467,RT @Airjack3: RT @1017_Sqquad: Iont got not type ... Bad bitches is the only thing that I like,HOF,OFFN
14468,RT @Airrogance: bitch i'm legal so i'm ridin round like rambo !,HOF,OFFN
14469,"RT @AishaMoodMills: Fox News mocks victim of Ray Rice elevator assault: &#8216;I think the message is, take the stairs&#8217; http://t.co/6TKLgUP2Wh ht&#8230;",NONE,NONE
14470,RT @AjalaPilgrim: &#8220;@Selecta_kerry: So why everything u say ghetto u Hadda associate it with jordans &#128532;&#128530;&#128530;&#128530;&#128530;&#8221; isn't it obvious ?,HOF,OFFN
14471,RT @AlaysiaMichelle: I just wanna get filthy rich &amp; have a nice big house full of bad bitches that I could fuck anytime I want &#128540;,HOF,OFFN
14472,RT @Alejvndrv: &#8220;@1ortiz1: Id rather be your niggah&#8221;,HOF,OFFN
14473,"RT @AlexDavisRaps: ""Pacer"" is short for pussy",HOF,OFFN
14474,RT @AlexDavisRaps: fuck. I forgot to wear a belt. i'ma feel like a coon all day now.,HOF,OFFN
14475,RT @AlexPappas: Rick Scott Refuses To Appear On Debate Stage Because Charlie Crist Has An Illegal Electronic Fan http://t.co/qTPeHb2seX via&#8230;,NONE,NONE
14476,RT @Alex_Alfarkh: I'm a pussy,HOF,OFFN
14477,RT @Alex_Simonson: EVERYONE PRAY FOR MY BROTHER nothin wrong with him he just a bitch lmaoo http://t.co/uDKCfhBUIz,HOF,OFFN
14478,RT @AlexaSchwerer: @Jennchesss you and me both! probably some ghetto piece of shit who has nothing better to do with their lives...,HOF,OFFN
14479,"RT @AlexiisStarr: #OccupySLU ""Ima fuck me a white bitch, slap her and choke her"" this is what is being said now livestream interview w/ #Fe&#8230;",HOF,OFFN
14480,"RT @AlexisDiamond_: With his bitch ass , buut thaats bae kinda lol (:",HOF,OFFN
14481,RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isn't cracker a racist term? So tired of these race baiters.,HOF,HATE
14482,RT @AliAbunimah: The people of the ghetto are rising up and fighting back. Whose side are you on? #Gaza,NONE,NONE
14483,RT @AlienAum: Chance. Acid rapper. Soccer hackey-sacker. Cocky khaki jacket jacker. Slap happy faggot slapper.,HOF,OFFN
14484,RT @AlissaOnelove: A nigga will talk down on a female with the same mouth he ate her pussy with..,HOF,OFFN
14485,"RT @AliyahKorea: #Whiteculture thinking weave is ""ratchet"" and ""ghetto"" while ""extensions"" are perfectly fine.",NONE,NONE
14486,RT @AllFucksGiven_: @TrentonStewart them hoes was actin' up. You had to do it.,HOF,OFFN
14487,RT @AllHailTaron_: Bruh thank you I'm about to start cumming in these hoes just to scare them. http://t.co/cMCek4h6cv,HOF,OFFN
14488,RT @AllHailTaron_: I got the deals for the low. I know you hoes lonely so fuck with these cuffing season specials. &#128184;&#128175; http://t.co/YURpX99Hdb,HOF,OFFN
14489,RT @AllKnowA: We all know a bitch boy named Luke,HOF,OFFN
14490,RT @AllKnowA: We all know a bitch named Natalie,HOF,OFFN
14491,"RT @Allan_Son: I got gatorades, Twinkies, rice puddings, Pringles, and cookies &#128525;&#128555;",NONE,NONE
14492,RT @Alleycelestine: &#8220;@ViriDoesItt: Kissin small lips is trash lol..&#8221;!!! Yessssss,NONE,NONE
14493,RT @AlliePeralta: &#8220;@pushaxrocca: smh http://t.co/MCeh9G6rmu&#8221; hoes like this are fucking it up for actual loyal girls smh.,HOF,OFFN
14494,RT @AllyMarshalll: Good riddance bitches &#128079;&#9996;&#128075; http://t.co/deQBjLFtxz,HOF,OFFN
14495,RT @AlmightyAlijah: Told yo bitch get on her knees I don't want no sex&#128526;&#128175;,HOF,OFFN
14496,"RT @AlmightyVinny_: ""I'm a soft more""&#128514;&#128514;&#128557; hoes dumb man",HOF,OFFN
14497,RT @AlmightyVinny_: Fucc hoes dats how I feel,HOF,OFFN
14498,RT @AlmightyVinny_: I can tell you a freak bitch don't lie to me,HOF,OFFN
14499,"RT @AloneInMyOwnWar: Bitches always uploading pics of a famous couple doing simple shit, like holding hands talkin bout ""want this"" bitch r&#8230;",HOF,OFFN
14500,RT @AlvarezJackee: I turn into a bitch real quick.,HOF,OFFN
14501,RT @AlxJames10: I mean sometimes eating a carton of Double Stuf Oreos is your only option.,NONE,NONE
14502,RT @Alyssamichh: @Tronkitty bad bitch&#128158;,HOF,OFFN
14503,RT @AmEditing: You're responsible for the story inside you. Don't let self-doubt cripple your #creativity. #AmEditing #AmWriting #WriteTip,NONE,NONE
14504,RT @AmPowerBlog: @velvethammer Parent in Phoenix Says Administrators Made Her Son Wear Pink Fairy Wings on First Day of High School http://&#8230;,NONE,NONE
14505,"RT @AmandaMarcotte: &#8220;Not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation,&#8221; he sa&#8230;",NONE,NONE
14506,RT @AmandaNer: @royaltyclubvp yeah after she fed up jealous skinny bitches and became one herself.,HOF,OFFN
14507,RT @AmazingTiming: Bad monkey! #AmazingTiming http://t.co/UD5XkiaNVt,NONE,NONE
14508,"RT @Amazing_Trey3: Im done wasting my time, I'm just going cut a bitch off faster than I blink.",HOF,OFFN
14509,RT @Ambeerrxoxo: I'll piss on a hoe,HOF,OFFN
14510,"RT @Amber_Raynexxx: Taking my dad to dinner...Watching the NHL awards at the sports bar while both my dad and I bitch about this ""LA kings""&#8230;",HOF,OFFN
14511,RT @AmberrrNicollle: Do loyal bad bitches exist? Because I want one,HOF,OFFN
14512,RT @AmberrrNicollle: You tweet about how you're never good enough for a guy maybe it's because you're a hoe,HOF,OFFN
14513,RT @AmberrrNicollle: You're such a fake bitch hahaha,HOF,OFFN
14514,RT @Amoreshonta: &#8220;@WestDontCare: Big bird has spoken &#128514; http://t.co/TxCcy3XIEc&#8221;&#128514;&#128514;&#128514;&#128514;&#128553; I was weak then I &#128128;!,NONE,NONE
14515,"RT @Amos_Louis: Broke hoes 3 words ""Out my face""",HOF,OFFN
14517,RT @AmyRoseKathryn: Justice for British seagull spray-painted red by thugs! The bird won&#8217;t be able to fly anymore! http://t.co/8PyhwE4L8S h&#8230;,NONE,NONE
14518,"RT @Amys22Cents I need to hit the lottery yo, this work shit??? For the fucking birds!",HOF,OFFN
14519,RT @AnAbsurdBird: I just realised my library books are overdue if anyone's looking for a bad bitch,HOF,OFFN
14520,RT @AnAbsurdBird: Of course the day I nip out with shit hair &amp; wearing my scruffy/but favourite stolen hoodie is the best time to bump into&#8230;,HOF,OFFN
14521,RT @Anastacia_Cole: I like being Asian and all but it's a struggle having squinty eyes in every picture,NONE,NONE
14522,RT @AnayaL8ter: I'm sorry ya woman shouldn't be helping you out financially unless that's ya wife these hoes dumb,HOF,OFFN
14523,RT @AndreShakti: Just took electric stim to my pussy! Eeek! Back on @KinkLive in 5 mins! http://t.co/41apcwSmQN,HOF,OFFN
14524,RT @AndrewLuck23: Charlie Crist says OCare has been great? #ccot #tcot #teaparty #PJNET #Independents @jjauthor @BettinaVLA @FLGovScott htt&#8230;,NONE,NONE
14525,RT @Andrew_Jordan54: @WeilAnthony pussy.,HOF,OFFN
14526,RT @AndrogyneAdvent: @verbally_abrupt y'all got all the gay hoes,HOF,OFFN
14527,"RT @AndrogyneAdvent: The thing about Houston and Austin gays is 99% are hoes, ain't no wholesome bitches",HOF,OFFN
14528,RT @AndyMilonakis: I bet Beyonce's pussy tastes like a fresh caramel apple,HOF,OFFN
14529,"RT @AndyMilonakis: You give these bitches the Amex once, they gonna act like a chilly snob and try to go get that cardigan",HOF,OFFN
14530,RT @AndyyDotCom: You gotta be a weak bitch to let a couple tweets get you out of character.,HOF,OFFN
14531,RT @AngelGuapo23: @wigga32 can't dm wigga cause I can't even get a follow back &#128528;,HOF,OFFN
14532,RT @AngelHaze: bye bitch. im blocking u RT @onikallah: @AngelHaze i drew you &#128158; http://t.co/60HiEbFWic,HOF,OFFN
14533,RT @AngelLongoria1: Neymar fell like a bitch,HOF,OFFN
14534,"RT @Anisa_So_Thick: @MsSashaBelle ur a wack bitch who sells her pussy for $65.00 , lives with her mom then was homeless cut the lies&#128521; http&#8230;",HOF,OFFN
14535,RT @Anisa_So_Thick: Now let me write your mom since I have her address &amp; let her know her daughter is in Miami selling pussy for $85 &#128536;,HOF,OFFN
14536,"RT @Anisa_So_Thick: the next call will be to immigration w/ your I.d your sex reviews &amp; your ad bitch I warned you , you lie I have facts &amp;&#8230;",HOF,OFFN
14537,"RT @AnnCoulter: Invite me on your show, you lying pussy. RT @Matthops82 ""Republicans are afraid of me. They don't want to talk to me."" - &#8230;",HOF,OFFN
14538,RT @AnnTelnaes: Halloween candy corn bird http://t.co/kTNbyuTYKw,NONE,NONE
14539,RT @Annnna_dav69: I hate trailer trash &#128567;,HOF,HATE
14540,RT @Annnna_dav69: Ima make you my bitch &#128521;,HOF,OFFN
14541,"RT @Anointed_Mouf: Would be so happy, so many bitches would be humbled RT @djdmt: How would you feel if they discontinued the sale of weave""",HOF,OFFN
14542,"RT @Anotherpotheadd: Read my lips bitch, what? My mouth isnt workin?",HOF,OFFN
14543,RT @AntBreezyOBB: Theses niggas hoes and these bitches greedy,HOF,OFFN
14544,"RT @AnthonyBialy: .@SenatorReid I'm sure this tweet will protect you from karmic payback, bitch.",HOF,OFFN
14545,"RT @AnthonyBialy: Well, Maryland is just a bunch of hateful rednecks, anyway.",HOF,HATE
14546,RT @AntiCHILL: Just had a convo wit my ex n she reminded me y she is my ex smh idk y i even answerd for this bitch,HOF,OFFN
14547,"RT @AntiJokeJamal: A dick has a sad life: His hair is a mess, his family is nuts, his neighbor's an asshole, his best friend's a pussy & ...",HOF,OFFN
14548,"RT @AntiJokeJamal: If you honk your horn .4 seconds after the light turns green, I will shut off my car, lay on the hood, and feed birds fo&#8230;",NONE,NONE
14549,RT @Antonio10_C: Yo mother(dedication hoe) - rich homie Tono feat. Childish Miguelito &amp; young patty.....coming soon #sorry4thewait,HOF,OFFN
14550,RT @AntzInHerPantz: This what y'all hoes want? &#128528;&#128528;&#128528;&#128528;&#128528; https://t.co/tAGjue7mr7,HOF,OFFN
14551,RT @AnunnakiGod: bitch what ocean is this?? http://t.co/YLkR2GeJ1Z,HOF,OFFN
14552,"RT @AprilStearns: RT @GN192 Far right hero and all-around RWNJ D'Souza took to twitter on Thanksgiving to mock Trayvon Martin, a murdered k&#8230;",NONE,NONE
14553,RT @Arbogucci: Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300,HOF,HATE
14554,"RT @ArcticFox2016: 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor, His Wife &amp; Kids http://t.co/VnR60MjFo6",NONE,NONE
14555,"RT @ArianaGrande: Oh Torrence, I can't stand your cheer leading squad but I love your pom poms... I'll feed you bon bons all night.",NONE,NONE
14556,RT @AriaunaDaVon: &#8220;@WhitDAWGem_: &#8220;@AriaunaDaVon: @WhitDAWGem_ bitch go to sleep. You have work in the morning.&#8221; Lol yes master&#8221; &#128557;&#128514;&#128530;,HOF,OFFN
14557,RT @Arie_0723: Don't be a bitch to someone who can out bitch you.,HOF,OFFN
14558,RT @AriesSpears: These young cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out that pussy come&#8230;,HOF,HATE
14559,RT @ArlisDoNotChill: This bitch played too much Subway Surfer http://t.co/BK5UnHQO3z,HOF,OFFN
14560,RT @ArmyBulldog20: @AcmeHandle Nothing that the Russians did in their support of the rebels surprises me. Putin views Obama as a pussy.,HOF,OFFN
14561,RT @Arrogantiii: Ona niggas I'll really beat dat hoe up,HOF,OFFN
14562,RT @ArtAdame1: Your mcm is a lil bitch,HOF,OFFN
14563,RT @AsaAkira: A bird just flew into my hotel room. I'd rather get gangbanged by 10 Mandingos for 2 days straight than experience that again&#8230;,HOF,OFFN
14564,RT @AsapCruz: Omg seriously do bitches still love Sosa??!?,HOF,OFFN
14565,"RT @AshAmador: Started off with a OZ
End up riding fo' deep
Pull up to that club like muthaufckin ho you don't know me&#127926;",HOF,OFFN
14566,RT @AshleighRollin: &#8220;@ViriDoesItt: Kissin small lips is trash lol..&#8221; Trash,HOF,OFFN
14567,RT @AshlynnFullmer: This is my beach bitch @tonydecola http://t.co/uEqoEylafP,HOF,OFFN
14568,RT @AshtonMartin97: @WhitfordZach29 that's 5 years away from legal drinking age and 14 year old pussy ?? ahaha eat ice cream not pussy bud,HOF,OFFN
14569,RT @AsiaCakesss: Y'all be makin your nigga microwaveable dinner. Meanwhile he out there eatin another bitch homemade dinner,HOF,OFFN
14570,RT @AskWhy05: I hat that I paint my beard shit... Just eat some pussy and grow you one dawg... Quit tryin to shortcut it,HOF,OFFN
14571,RT @AssPicsandVines: When you rubbing on her booty then start playing with her pussy with ya thumb&#128523; &gt;&gt;&gt;&gt;&gt; http://t.co/JJQ5z1CAhg,HOF,OFFN
14572,RT @AssholeOfDaYear: Always a bit of irony in the air when chicks call strippers hoes then grind on yo dick 4 free to the same song stri ...,HOF,OFFN
14573,RT @AssholeOfDaYear: Beyonce made too many hoodrat anthems to not have been a hoe at some point in her life.,HOF,OFFN
14574,"RT @AssholeOfDaYear: I hope my kids don&#8217;t disappoint me by coming out ugly, I got too many plans to get hoes indirectly with them.",HOF,OFFN
14575,RT @AssholeOfDaYear: Rudy Gay a faggot for not changing his last name once he got money.,HOF,HATE
14576,RT @Asshole_God: Hate fags? The answer's yes.,HOF,HATE
14577,RT @AthIeteChamp: Destroying a team that talked trash before the game &gt;&gt; &#128076;,HOF,OFFN
14578,"RT @AtlasSmugged: women only play casual game like Kim K game &amp; anger bird. They don't play real games, like Male Power Fantasy 2 or Jingoi&#8230;",NONE,NONE
14579,RT @AudrianaReye: That's my bitch man I swear,HOF,OFFN
14580,RT @AugustAlsina: &#8220;@SharaPlus2: #AskAugust How Tall are you? I keep getting different answers from different people &#127806;&#128064;&#127806; @AugustAlsina&#8221;&lt; abo&#8230;,NONE,NONE
14581,RT @AustinToEllen: Praying today's m&amp;g pictures don't come out yellow &#128591;,NONE,NONE
14582,"RT @AutyAut_: I hate when people say you can't befriend a hoe. How bitch how!?
1. I'm only held accountable for my pussy.
2. It's all about&#8230;",HOF,OFFN
14583,RT @AvengerStratus: There's nothing hotter than a pale albino chick who can play guitar.,NONE,NONE
14584,RT @AveryRondinelli: @tneut10 but then who is going to host the baddest bitch competition?,HOF,OFFN
14585,"RT @Avery_Ave23: &#8220;@iKeepItTooReal: When the trash bag is so full , you can barely tie it....&#128548;&#128548; http://t.co/OtzfiqMWI0&#8221;OMG!! STTOOOPP!!&#128563;&#128514;&#128514;&#128557;&#128557;",NONE,NONE
14586,RT @AwwAdorable: I want a pet monkey &#128553;&#128525; http://t.co/8wy8gDJIEJ,NONE,NONE
14587,RT @AwwBroYouAhHoe: Big booty bitches always win.,HOF,OFFN
14588,RT @Ay30Mayne: This next generation is being raised to be a bunch of mindless pussies with no discipline.,HOF,OFFN
14589,"RT @AyGeraldJay: The ape was like ""Oh you niggas gon learn today"" &#128557;&#128128; https://t.co/FYK1XeBgV7",HOF,OFFN
14590,RT @AyMrCarter: Apologies trash.. What's understood ain't gotta be explained,NONE,NONE
14591,RT @AyeYoitsDupree: Rape is NEVER something to mock like this. I stand with Jada #jadapose http://t.co/uEbuOBwTbg,NONE,NONE
14592,RT @AyeeDeb: Ray J is the perfect example of what happens when you give a lame nigga some pussy.,HOF,HATE
14593,RT @Ayoo_Desiee: Got like 10 hoes &#128143;&#128143;&#128143;&#128143; 3 baes &#128107;&#128107;&#128109;,HOF,OFFN
14594,"RT @Ayyee_Vonte: Why do people have A Problem with Gay People? Know what, fuck it... I Got A Problem with you Straight hoes! Now what?",HOF,OFFN
14595,RT @AyyyeThatsChubb: Mama said no pussy cats inside my dog house,HOF,OFFN
14596,"RT @AzlanTheGoat: ""These hoe ain't loyal""

- a nigga who cheated on his girl 7 times and just broke up with him.",HOF,OFFN
14597,"RT @AzlanTheGoat: Females always talk about how on point their nails and eyebrows are, okay bitch your personality is still shit though.",HOF,OFFN
14598,RT @B1B_Lancer: Cue the liberal left's Uncle Tom attacks against Tim Scott in 4...3...2... #tcot #teaparty #GOP,NONE,NONE
14600,RT @BALTsneakerShow: Water is wet. RT @202SOLE: Nike DC is trash.,HOF,HATE
14601,"RT @BARRYCLERJUSTE: Whatchu sayin hoe, YOU KNOW IM THE MAN HOE",NONE,NONE
14602,RT @BBflockaJames: Point proven ima catch you bitch RT @Aj_Swagggg: @BBflockaJames ok bud,HOF,OFFN
14603,RT @BCniggas: I know plenty of hoes in love with they niggas but it be the same bitch fuckin niggas,HOF,OFFN
14604,"RT @BG_RAMBOE: ""@1stblock_thomas: Gotta link with bro Rambo &#128181;&#128299;"" fashoo nd we gotta PULL Up ona pussy boys",HOF,OFFN
14605,RT @BIGBROWNLEE: The Homie @WersMyLIGHTAAAA Got This bitch Rocken,HOF,OFFN
14606,RT @BIGHOMIEMARKIE: Dese bitches ain't shit I get em high and feed em dick,HOF,OFFN
14607,RT @BIGTQMB: Just call me a nigger cause that's what u really want to say at the end of the day @pillz78,HOF,OFFN
14608,RT @BJayBlast: Damn near in love with all them hoes when I'm with em.,HOF,OFFN
14609,"RT @BJayBlast: I love my family, but I wouldn't even need water to pop that Red Pill. That hoe is getting taken swiftly. http://t.co/wtXEOm&#8230;",HOF,OFFN
14610,"RT @BJayBlast: I really don't be tryna hoe nobody.. I eat, we all eat. Literally.",HOF,OFFN
14611,RT @BJayBlast: RT @Bdell1014: Your man insecure cause you make him feel like he gotta compete with other guys. Stop being a hoe &amp; stop choo&#8230;,HOF,OFFN
14612,RT @BLACKHILTON Glad none of my followers can say they fucked #noway + yall hoes REALLY make this a goal...,HOF,OFFN
14613,RT @BLACKHILTON Some of y'all hoes thighs be so thick and can't even walk + Yankee food,HOF,OFFN
14614,"RT @BLVKOUT: &#8220;@EMPRESSRAW: &#8220;@Naezus: Best man ever RT @TRILL_A_G: ""I'd fuck her right in the pussy!!!!"" http://t.co/Xfn5gaURXm&#8221;&#128514;&#128514;&#128514;&#8221; my nigg&#8230;",HOF,OFFN
14615,RT @BNaStY00037: Could you please refrain from being a dumb bitch,HOF,OFFN
14616,"RT @BORNhvstler: If I see a bitch coming at me like this , that mean I got 1.2 seconds to get up and get right &#128514;&#128514;&#128514; hoethea sat there http:/&#8230;",HOF,OFFN
14617,"RT @BOSSBITCH122513: Loyalty now let's get this money I got u,u got me no hoes just us !!!!",HOF,OFFN
14618,RT @BRANDONBARAY: update: u are still a bitch,HOF,OFFN
14619,RT @BRO_HEN314: ELI Manning is fucking trash rap,HOF,OFFN
14620,RT @BRO_HEN314: Game over bitch HAHAHAHA,HOF,OFFN
14621,"RT @BVSEDXJESUS: I want a real relationship &#9994;&#128272; no games, no lies, no side hoes, just me and you &#128152;&#128141;",HOF,OFFN
14622,"RT @BYEjaliee5SOS: Fine then don't rt little nigs 
#mtvhottest one direction",HOF,OFFN
14623,RT @B_Laff: &#8220;@JRohrCockblock: im a faggot&#8221; @JohnnyRohrCock,HOF,OFFN
14624,"RT @B_Solo36: @paper_chaysin that's right. you don't marry hoes, you rent em",HOF,OFFN
14625,RT @BaabyD_: lol im off this brooo. bitches janky. &#128557;&#128514;&#128175;,HOF,OFFN
14626,RT @BabbbyGirl0317: #honestyhour no bitch better try to fuck with my girl cause I will go off,HOF,OFFN
14627,RT @BabyAnimalPics: really bitch? http://t.co/4dvJ9SHRJ5,HOF,OFFN
14628,RT @BadAdviceDog: r u african because ur african bitch,HOF,OFFN
14629,RT @BadAdviceDog: when you look like trash and someone compliments you http://t.co/RRQzsYM4tY,NONE,NONE
14630,RT @BadBish_Rollaan: &#8220;@WhitDAWGem_: I'm HUNGRY I won't give a bitch a time or day. I'm trying take care business &#128129;&#8221;&#9994;,HOF,OFFN
14631,RT @BadNewsAli: Look at ya boy @Quanb24 RT @DrydenNeal: Nigga a faggot RT @So_Leaux: Bruh RT @worstrapIyrics: Chance The Rapper http://t.co&#8230;,HOF,HATE
14632,RT @BadNewsAli: You really are a faggot if you say that match was bad. Stop watching,HOF,OFFN
14633,RT @BaddieBellaDona: Instant mashed potatoes are trash &#128686;,NONE,NONE
14634,"RT @BaileyAdams22: When Charlie Crist said ""Rick Scott, just too shady for the sunshine state"" http://t.co/0UShmogZDR",NONE,NONE
14635,RT @BallOut057: &#8220;@1stBlocJeremiah: My Tryna make me go to church Tommrow .. He'll nawl dude&#8221; bitch text me back,HOF,OFFN
14636,RT @BallOut057: @1stBlocJeremiah this bitch think look like Rihanna ? &#128514;&#128514;&#128514;&#128557;&#128557;&#128557; http://t.co/o7Q3CMDPnt,HOF,OFFN
14637,RT @BallOut057: @1stBlocJeremiah when I'm 18 them bitches getting erased &#128588;,HOF,OFFN
14638,RT @BallOut057: Free Tino lul hoe &#9995;&#128275;,HOF,OFFN
14639,RT @Ballardddd: If @victorgee97 or @Lyyssaaaaaa don't know you then you are not welcome on saturday bitches #privileges,HOF,OFFN
14640,RT @BallinInHD: Behind every lame ass nigga... is a lame ass bitch that is constantly telling him how real he is...,HOF,OFFN
14641,RT @BamBam_131st: @1stBlocJeremiah ima beat yo lil young ass quick plyin hoe&#128074;&#128514;&#128514;,HOF,OFFN
14642,RT @Bam_1OO: I like good weed &amp; bad bitches dat can roll it up,HOF,OFFN
14643,RT @BamberDelver: Lees hoe een gepeste jongen zich probeert te verdedigen. Ingezonden brief Volkskrant. #pesten @AcademieMm http://t.co/aoD&#8230;,HOF,OFFN
14644,RT @BananaSunshinee: People love to try to confront you... Yes bitch. I said it. Now what?&#128524;,HOF,OFFN
14645,RT @BananaSunshinee: Yaaass bitch yaasss - soulja boy be having me so turnt&#128539;&#128514;,HOF,OFFN
14646,RT @BandManKevo: Never catch feelings for a dumb bitch.,HOF,OFFN
14647,RT @BandWorld1 That bitch who the shit in yo eyes aint shit in my eyez + !!!!,HOF,OFFN
14648,"RT @BandresDiana: When that message say ""delivered"" but you see him posting sc story's with all his hoes&#128530;&#128076; http://t.co/xVGTWOOasp",HOF,OFFN
14649,RT @Bargamentoo: When you realize you sent the message to your wife instead of your side hoe http://t.co/Ef3OkLdrOg,HOF,OFFN
14650,"RT @BarryClerjuste: Basic bitch tweet shit like ""no one to talk to"" 3 times a day &#128514;",HOF,OFFN
14651,"RT @BarryClerjuste: Yall want foreign bitches sooo bad, but cant even pull local hoes",HOF,OFFN
14652,"RT @BaseballFact: At George Steinbrenner's first Yankees news conference, he said he wouldn't interfere in baseball decisions, promising ...",NONE,NONE
14653,RT @Baseball_Photos: A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it #Yankees &#8230;,NONE,NONE
14654,RT @BasedChasen: Big 10 been trash for years now lol its a basketball conference now,NONE,NONE
14655,RT @BasedChasen: Ebola not scary at all while yall worried about Ebola ima b getting hoes,HOF,OFFN
14656,"RT @BasedDizenn: line my shit up with god cards, bitch http://t.co/lQ0XIUqJmR",HOF,OFFN
14657,RT @BasedJane: Screaming after Wes bitch ass? Annalise is losing her damn mind. She need to put the big girl panties back on. #HTGAWM,HOF,OFFN
14658,RT @BasedLordJesus: Try to crucify me and we tweakin hoe http://t.co/zoYZ9pc1EH,HOF,OFFN
14659,RT @BasedPaco: I'm just a normal ass dude that has no hoes and happens to be funny every once in a while,HOF,OFFN
14660,"RT @BasedPaco: LIKE A FLAT TIRE HE NEED A FIX &#8220;@LiveAndUncut: Run up on em, put the gun up on em, ask a pussy nigga ""What's to ya bitch ?""&#8221;",HOF,OFFN
14661,RT @BasedPaco: The NFL is very equal this season everybody showed glimpses of being trash,NONE,NONE
14662,RT @BasedPaco: lol Lebron bitch ass always making a spectacle look at me ass nigga,HOF,OFFN
14663,RT @BasedZae: When lil b said &#8220;Word around town that I aint got no bitches? what?! Thats a damn lie nigga my nuts is my witness&#8221; http://t.c&#8230;,HOF,OFFN
14664,RT @Based_Unicorns: Fat bitch act like she couldn't follow back. I've always wanted a fat bitch to follow me.,HOF,OFFN
14665,RT @Based_Unicorns: Humpday hoe.,HOF,OFFN
14666,"RT @Basedgod_Jaspoo: ""@vintage_monroe_: Beat the pussy in so well her shit still hurting from a week ago"" &#128563;",HOF,OFFN
14667,RT @Basedomg: drake look like he would lay his letterman jacket over a puddle for a bitch and she wit her man smh,HOF,OFFN
14668,RT @Basedomg: im fukin yo bitch u mad as shit,HOF,OFFN
14670,RT @Bayonettes: When you tweet som'n just for laughs &amp; a bitch wanna spoil the fun by getting Serious.. &#128530;&#128530; http://t.co/9LD1HWz1BU,HOF,OFFN
14671,RT @Bbillions: Making up handshakes with all my bitches now,HOF,OFFN
14672,RT @Bdarnon: This is for the bitches who played me... What up hoe?,HOF,OFFN
14673,"RT @Bdell1014: Hoes be on some ""August Alsina is bae."" No bitch that dusty nigga you got 2 kids with who drives yo car &amp; still wears Rocawe&#8230;",HOF,OFFN
14674,RT @Bdell1014: Waiting 90 days for pussy is like being grounded and looking at all the kids playing outside from your bedroom window.,HOF,OFFN
14675,RT @BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy,HOF,OFFN
14676,RT @BeYouTiful_Pris: Recognize that I'm a star player &amp; leave them hoe fans of yours alone. http://t.co/fd5Cioehgg,HOF,OFFN
